main_page_link,isAssured,car_name,model,brand,location,seller_type,selling_location,transmission_type,km_driven,variant,selling_price
https://www.cardekho.com/used-car-details/used-Maruti-Swift-Vdi-Bsiv-cars-Agra_525ccb58-cf2c-44bc-ac55-51508e016558.htm,False,Maruti Swift VDI BSIV,Maruti,VDI BSIV,Agra,Individual,,Manual,"90,000",Diesel,150000.0
https://www.cardekho.com/used-car-details/used-Renault-Kwid-Climber-1.0-Mt-cars-Agra_fd356d81-eada-4160-bdbb-35b620fcd395.htm,False,Renault KWID Climber 1.0 MT,Renault,Climber 1.0 MT,Agra,Individual,,Manual,"40,000",Petrol,300000.0
https://www.cardekho.com/used-car-details/used-Maruti-Alto-800-Lxi-cars-Agra_7ea536d2-83a9-4770-a0db-f30c88bf1b42.htm,False,Maruti Alto 800 LXI,Maruti,LXI,Agra,Individual,,Manual,"90,000",Petrol,150000.0
https://www.cardekho.com/used-car-details/used-Toyota-Glanza-G-cars-Agra_ee281751-5b3b-4af0-9bac-9e879d64d1ab.htm,False,Toyota Glanza G,Toyota,G,Agra,Individual,,Manual,"35,000",Petrol,735000.0
https://www.cardekho.com/used-car-details/used-Maruti-Zen-Estilo-1.1-Lx-Bsiii-cars-Agra_d652d2b2-0846-41f0-b45e-c03d5389b22a.htm,False,Maruti Zen Estilo 1.1 LX BSIII,Maruti,1.1 LX BSIII,Agra,Individual,,Manual,"1,20,000",Petrol,80000.0
https://www.cardekho.com/used-car-details/used-Mahindra-Tuv-300-T4-cars-Agra_7faaf92b-9728-4805-a3ee-32062606dfdd.htm,False,Mahindra TUV 300 T4,Mahindra,T4,Agra,Individual,,Manual,"1,10,000",Diesel,450000.0
https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Vdi-cars-Agra_c0eaba09-c578-4c4e-a5d1-082d10935571.htm,False,Maruti Swift Dzire VDi,Maruti,VDi,Agra,Individual,,Manual,"1,10,000",Diesel,200000.0
https://www.cardekho.com/used-car-details/used-Tata-Safari-Storme-Vx-cars-Agra_60c1c753-be0d-487a-8c6f-d7461f381552.htm,False,Tata Safari Storme VX,Tata,VX,Agra,Individual,,Manual,"60,000",Diesel,650000.0
https://www.cardekho.com/used-car-details/used-Hyundai-Eon-1.0-Era-Plus-cars-Agra_867f4c21-bafa-48d0-8f85-3c1d6205edc9.htm,False,Hyundai EON 1.0 Era Plus,Hyundai,1.0 Era Plus,Agra,Individual,,Manual,"25,000",Petrol,350000.0
https://www.cardekho.com/used-car-details/used-Audi-A4-3.0-Tdi-Quattro-Premium-cars-Agra_78dee022-83b4-43e4-82b2-aede39e61cee.htm,False,Audi A4 3.0 TDI Quattro Premium,Audi,3.0 TDI Quattro Premium,Agra,Individual,,Automatic,"50,000",Diesel,800000.0
https://www.cardekho.com/used-car-details/used-Volkswagen-Polo-Petrol-Breeze-cars-Agra_0e19b5ce-d188-42e2-a0b0-6e7c1c33a251.htm,False,Volkswagen Polo Petrol Breeze,Volkswagen,Petrol Breeze,Agra,Individual,,Manual,"80,000",Petrol,220000.0
https://www.cardekho.com/used-car-details/used-Hyundai-Santro-Sportz-Bsiv-cars-Agra_4b4828a9-2751-48c6-9ce9-fe13963fefb6.htm,False,Hyundai Santro Sportz BSIV,Hyundai,Sportz BSIV,Agra,Individual,,Manual,"20,000",Petrol,460000.0
https://www.cardekho.com/used-car-details/used-Maruti-Sx4-Zxi-Mt-Bsiv-cars-Agra_e821c98f-0196-42ca-9b2f-6c8af63865fb.htm,False,Maruti SX4 ZXI MT BSIV,Maruti,ZXI MT BSIV,Agra,Individual,,Manual,"60,000",Petrol,250000.0
https://www.cardekho.com/used-car-details/used-Maruti-Ritz-Vxi-cars-Agra_56550252-338a-4c41-a187-36cff0c61e51.htm,False,Maruti Ritz VXI,Maruti,VXI,Agra,Individual,,Manual,"60,000",Petrol,160000.0
https://www.cardekho.com/used-car-details/used-Honda-Amaze-S-I-dtech-cars-Agra_ecc285a0-1c24-4f39-a9c1-982c3f4cf16a.htm,False,Honda Amaze S i-Dtech,Honda,S i-Dtech,Agra,Individual,,Manual,"80,000",Diesel,250000.0
https://www.cardekho.com/used-car-details/used-Honda-Amaze-E-I-vtech-cars-Agra_4fc49f6b-02e9-43ff-85aa-3ad7090f1dfb.htm,False,Honda Amaze E i-Vtech,Honda,E i-Vtech,Agra,Individual,,Manual,"1,20,000",Petrol,225000.0
https://www.cardekho.com/used-car-details/used-Mahindra-Nuvosport-N6-cars-Agra_7ed16145-786a-4b8e-a3dd-395c75750eed.htm,False,Mahindra NuvoSport N6,Mahindra,N6,Agra,Individual,,Manual,"1,20,000",Diesel,450000.0
https://www.cardekho.com/used-car-details/used-Hyundai-I10-Era-cars-Agra_2c36d9d6-9d8b-4905-bed3-0c7ee738f49e.htm,False,Hyundai i10 Era,Hyundai,Era,Agra,Individual,,Manual,"50,000",Petrol,165000.0
https://www.cardekho.com/used-car-details/used-Maruti-Ertiga-Vxi-Limited-Edition-cars-Agra_593a43d7-7b69-4769-933f-428f943fd369.htm,False,Maruti Ertiga VXI Limited Edition,Maruti,VXI Limited Edition,Agra,Individual,,Manual,"1,00,000",Petrol,700000.0
https://www.cardekho.com/used-car-details/used-Hyundai-Accent-Gle-cars-Agra_748fd6c7-fb0f-418a-8b60-81b0195ce3cb.htm,False,Hyundai Accent GLE,Hyundai,GLE,Agra,Individual,,Manual,"1,10,000",Petrol,90000.0
https://www.cardekho.com/used-car-details/used-Hyundai-Grand-I10-1.2-Crdi-Sportz-cars-Agra_f341efac-53da-4edd-ae35-8f593094ccbd.htm,False,Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,1.2 CRDi Sportz,Agra,Individual,,Manual,"60,000",Diesel,480000.0
https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Vdi-cars-Agra_984b6d85-03db-4fb0-b6d3-f679b9a76c7a.htm,False,Maruti Swift Dzire VDI,Maruti,VDI,Agra,Individual,,Manual,"90,000",Diesel,350000.0
https://www.cardekho.com/used-car-details/used-Maruti-800-Ac-cars-Agra_9d83c681-b614-4530-8ea2-bfb5ac5f45c2.htm,False,Maruti 800 AC,Maruti,AC,Agra,Individual,,Manual,"60,000",Petrol,70000.0
https://www.cardekho.com/used-car-details/used-Maruti-Eeco-7-Seater-Standard-Bsiv-cars-Agra_8faf2b3b-907d-4b4f-84e0-aa8160f1ed05.htm,False,Maruti Eeco 7 Seater Standard BSIV,Maruti,7 Seater Standard BSIV,Agra,Individual,,Manual,"10,000",Petrol,350000.0
https://www.cardekho.com/used-car-details/used-Hyundai-Verna-1.6-Sx-cars-Agra_46e62eb5-77b5-4f2c-93d1-995029c05632.htm,False,Hyundai Verna 1.6 SX,Hyundai,1.6 SX,Agra,Individual,,Manual,"1,20,000",Diesel,300000.0
https://www.cardekho.com/used-car-details/used-Hyundai-Grand-I10-Sportz-cars-Agra_76d7be9b-beed-44cb-a939-e55bc67ac657.htm,False,Hyundai Grand i10 Sportz,Hyundai,Sportz,Agra,Individual,,Manual,"1,20,000",Petrol,300000.0
https://www.cardekho.com/used-car-details/used-Hyundai-Creta-1.6-Crdi-Sx-cars-Agra_c099eb80-de43-476e-8769-d6ac8db44f63.htm,False,Hyundai Creta 1.6 CRDi SX,Hyundai,1.6 CRDi SX,Agra,Individual,,Manual,"90,000",Diesel,1050000.0
https://www.cardekho.com/used-car-details/used-Hyundai-Creta-1.6-Crdi-Sx-cars-Agra_e80e1cf2-b658-40d0-8a6b-557d7802adf5.htm,False,Hyundai Creta 1.6 CRDi SX,Hyundai,1.6 CRDi SX,Agra,Individual,,Manual,"70,000",Diesel,1200000.0
https://www.cardekho.com/used-car-details/used-Chevrolet-Aveo-1.4-cars-Agra_7ff0e399-3be6-4641-85dd-034bd3502420.htm,False,Chevrolet Aveo 1.4,Chevrolet,1.4,Agra,Individual,,Manual,"90,000",Petrol,90000.0
https://www.cardekho.com/used-car-details/used-Maruti-Vitara-Brezza-Zdi-cars-Agra_b1e760c3-30ff-4416-bf53-b611bdd20131.htm,False,Maruti Vitara Brezza ZDi,Maruti,ZDi,Agra,Individual,,Manual,"60,000",Diesel,850000.0
https://www.cardekho.com/used-car-details/used-Toyota-Innova-2.5-G4-Diesel-8-seater-cars-Agra_e1c7bcda-9b25-42b2-9ca4-533d9441fd5b.htm,False,Toyota Innova 2.5 G4 Diesel 8-seater,Toyota,2.5 G4 Diesel 8-seater,Agra,Individual,,Manual,"1,20,000",Diesel,440000.0
https://www.cardekho.com/used-car-details/used-Mahindra-Xylo-D2-Bsiv-cars-Agra_f4716964-9998-42eb-b586-6a24c01e1a3d.htm,False,Mahindra Xylo D2 BSIV,Mahindra,D2 BSIV,Agra,Individual,,Manual,"1,00,000",Diesel,140229.0
https://www.cardekho.com/used-car-details/used-Mahindra-Thar-Crde-Ac-cars-Agra_28a92db3-b66d-4728-83f9-99b1935d207e.htm,False,Mahindra Thar CRDe AC,Mahindra,CRDe AC,Agra,Individual,,Manual,"50,000",Diesel,800000.0
https://www.cardekho.com/used-car-details/used-Mahindra-Quanto-C8-cars-Agra_3bd18e4e-c5fa-4915-bb5f-95cb94b54676.htm,False,Mahindra Quanto C8,Mahindra,C8,Agra,Individual,,Manual,"50,000",Diesel,300000.0
https://www.cardekho.com/used-car-details/used-Maruti-Alto-K10-Vxi-Airbag-cars-Agra_20e612f1-df8e-46f0-b5a9-f139057d850f.htm,False,Maruti Alto K10 VXI Airbag,Maruti,VXI Airbag,Agra,Individual,,Manual,"1,10,000",Petrol,250000.0
https://www.cardekho.com/used-car-details/used-Maruti-Baleno-1.2-Delta-cars-Agra_a0115afa-83fc-497d-8e75-c8244d3c635f.htm,False,Maruti Baleno 1.2 Delta,Maruti,1.2 Delta,Agra,Individual,,Manual,"10,000",Petrol,600000.0
https://www.cardekho.com/used-car-details/used-Hyundai-Eon-Magna-Plus-Option-cars-Agra_9844d103-1faf-40f1-9fb9-bb0886ef6736.htm,False,Hyundai EON Magna Plus Option,Hyundai,Magna Plus Option,Agra,Individual,,Manual,"30,000",Petrol,290000.0
https://www.cardekho.com/used-car-details/used-Maruti-Alto-Std-cars-Agra_33d1917b-3d13-416f-af80-72f424bd51a9.htm,False,Maruti Alto STD,Maruti,STD,Agra,Individual,,Manual,"43,000",Petrol,70000.0
https://www.cardekho.com/used-car-details/used-Hyundai-Accent-Executive-Cng-cars-Agra_257f287f-6f55-41df-8745-0367e8afb164.htm,False,Hyundai Accent Executive CNG,Hyundai,Executive CNG,Agra,Individual,,Manual,"70,000",CNG,165000.0
https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Zdi-cars-Agra_213a540f-dbc0-4329-9e03-b644c5d8d64d.htm,False,Maruti Swift Dzire ZDI,Maruti,ZDI,Agra,Individual,,Manual,"80,000",Diesel,350000.0
https://www.cardekho.com/used-car-details/used-Honda-Amaze-Vx-I-dtec-cars-Agra_9afcc5a4-1fe1-49f8-a367-b1203e57cef5.htm,False,Honda Amaze VX i-DTEC,Honda,VX i-DTEC,Agra,Individual,,Manual,"60,000",Diesel,290000.0
https://www.cardekho.com/used-car-details/used-Mahindra-Kuv-100-D75-K8-Dual-Tone-cars-Agra_12b3c065-9b4f-45a4-8ed9-89aa7e959ec3.htm,False,Mahindra KUV 100 D75 K8 Dual Tone,Mahindra,D75 K8 Dual Tone,Agra,Individual,,Manual,"60,000",Diesel,450000.0
https://www.cardekho.com/used-car-details/used-Maruti-Swift-Vdi-cars-Agra_715dd581-e8b6-4a84-a28c-4aa6dda3c393.htm,False,Maruti Swift VDI,Maruti,VDI,Agra,Individual,,Manual,"90,000",Diesel,350000.0
https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Vxi-1.2-cars-Agra_51e5f2d4-4d6a-4345-b4ea-ad2a036e3d1e.htm,False,Maruti Swift Dzire VXI 1.2,Maruti,VXI 1.2,Agra,Individual,,Manual,"20,000",Petrol,665000.0
https://www.cardekho.com/used-car-details/used-Toyota-Innova-2.5-Ev-(diesel)-Ps-8-Seater-Bs-Iv-cars-Agra_4e448138-01d8-433b-8f84-5fd703a5044a.htm,False,Toyota Innova 2.5 EV (Diesel) PS 8 Seater BS IV,Toyota,2.5 EV (Diesel) PS 8 Seater BS IV,Agra,Individual,,Manual,"2,13,725",Diesel,625000.0
https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Vdi-cars-Agra_19836001-7493-4c53-ab67-254b65459d74.htm,False,Maruti Swift Dzire VDI,Maruti,VDI,Agra,Individual,,Manual,"77,000",Diesel,475000.0
https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Lxi-Cng-cars-Agra_65e6b3de-8fd6-4d02-a1f1-2a4a0ca751de.htm,False,Maruti Wagon R LXI CNG,Maruti,LXI CNG,Agra,Individual,,Manual,"1,00,000",CNG,235000.0
https://www.cardekho.com/used-car-details/used-Maruti-Alto-Lxi-cars-Agra_9a8e2acf-8b52-468b-839f-0c3a1a0a9b70.htm,False,Maruti Alto LXi,Maruti,LXi,Agra,Individual,,Manual,"70,000",Petrol,95000.0
https://www.cardekho.com/used-car-details/used-Toyota-Fortuner-4x4-Mt-cars-Agra_6b5ede47-6573-46ad-af48-dc5bf9815c58.htm,False,Toyota Fortuner 4x4 MT,Toyota,4x4 MT,Agra,Individual,,Manual,"1,20,000",Diesel,1250000.0
https://www.cardekho.com/used-car-details/used-Renault-Kwid-Rxt-cars-Agra_0830ec48-088f-473d-a31f-c8bfecaad3b6.htm,False,Renault KWID RXT,Renault,RXT,Agra,Individual,,Manual,"28,000",Petrol,225000.0
https://www.cardekho.com/used-car-details/used-Maruti-Alto-800-Lxi-cars-Agra_2faf5e71-e308-4374-8572-9c762ee662b5.htm,False,Maruti Alto 800 LXI,Maruti,LXI,Agra,Individual,,Manual,"1,82,000",Petrol,135000.0
https://www.cardekho.com/used-car-details/used-Tata-Nexon-1.2-Revotron-Xz-Plus-cars-Agra_e9651e52-9f74-4044-9dc0-3e8c65f7cccc.htm,False,Tata Nexon 1.2 Revotron XZ Plus,Tata,1.2 Revotron XZ Plus,Agra,Individual,,Manual,"35,000",Petrol,850000.0
