car_name,brand,model,location,transmission_type,km_driven,Mileage,variant,selling_price,On_road_price,registration_year,owner,insurance,Color,Engine Type,Car Interior,Car Comfort,Car Safety,Car Entertainment,Car Exterior,registration_gap,insurance_label
1.0,0.30408382813132295,0.9085231433964028,0.11876299200954672,0.18980084773911618,-0.00030479816682047123,0.4484731985907821,-0.06943386712861513,0.1099358473086568,0.24257320416606717,0.11060360664335304,0.03452851687189125,-0.10742306277585015,-0.038010091240596476,0.4057171268299502,0.31032508072049536,0.6630385565441328,0.6535047005816603,0.23881932993898097,0.6609796282082102,0.11060360664335304,-0.10742306277585015
0.30408382813132295,1.0,0.34377835530176376,-0.04057952395729697,0.4120860554532378,-0.15682443068331356,0.3873956217812067,-0.2959950145899798,0.1593351477330912,0.20130540011235823,0.07881974593563368,0.10625299200966508,-0.18497700797846647,-0.10758769833468046,0.3403361905129179,0.291421508160727,0.2781778471611685,0.3639703813936648,0.20267033749712765,0.38323240843867895,0.07881974593563368,-0.18497700797846647
0.9085231433964028,0.34377835530176376,1.0,0.09767649492326784,0.23154845361418971,-0.024393831333238452,0.39982973931512283,-0.08539221955838182,0.12227680515189039,0.21269265862718356,0.09382492986773534,0.042130159563291754,-0.10887077974701202,-0.033534341553603846,0.36684684191812345,0.30372926030115205,0.5867411410556286,0.6088151413699634,0.2130300682790666,0.6070515992641545,0.09382492986773534,-0.10887077974701202
0.11876299200954672,-0.04057952395729697,0.09767649492326784,1.0,-0.12314985309944926,0.29163134944808505,0.00676125113796305,0.007157430768038193,0.036861360570107304,0.04324787219345016,0.015218791064294912,-0.020653896477215338,-0.03477969185030239,0.07240145894711224,-0.0016059920440154103,0.008238527916205085,0.08714078848166457,0.0732562490720897,0.002814376678640827,0.0782264099676116,0.015218791064294912,-0.03477969185030239
0.18980084773911618,0.4120860554532378,0.23154845361418971,-0.12314985309944926,1.0,-0.16032598418555402,0.2893880373613111,-0.1454732753961057,0.1397295654364972,0.06614357902303675,-0.009080127255288253,0.07759032727447081,-0.15382183473398747,-0.0953454349037026,0.1767805937499433,0.16212686956617858,0.13147258502168785,0.17599374846323443,0.2079095145760313,0.15466017871072787,-0.009080127255288253,-0.15382183473398747
-0.00030479816682047123,-0.15682443068331356,-0.024393831333238452,0.29163134944808505,-0.16032598418555402,1.0,-0.07649732591095876,0.1067581114538198,0.10241750569334145,0.17038150555883572,-0.05841113344268462,-0.05236157232703677,0.1973988954196712,0.22122855043286344,-0.0689020250296175,-0.06720420704486244,-0.029261039355002474,-0.04359618010591209,-0.05615561180000716,-0.048249042287526606,-0.05841113344268462,0.1973988954196712
0.4484731985907821,0.3873956217812067,0.39982973931512283,0.00676125113796305,0.2893880373613111,-0.07649732591095876,1.0,0.006246169337800943,0.104216745290977,0.2671552250212189,0.17046328884902434,0.08535200749687792,-0.11347547406401455,-0.06669396319362973,0.44350472330097945,0.27070586170204997,0.41208329962526485,0.4428798646778046,0.3182319272024235,0.4849464837299371,0.17046328884902434,-0.11347547406401455
-0.06943386712861513,-0.2959950145899798,-0.08539221955838182,0.007157430768038193,-0.1454732753961057,0.1067581114538198,0.006246169337800943,1.0,-0.07379266028088177,0.02524011303496522,0.02861524433516327,-0.05161264373515851,0.16668924348066466,0.06975144581794857,-0.039812165204037755,-0.07421464388490868,-0.07192216390051896,-0.06422136190725075,0.004495690632203755,-0.07678112358983966,0.02861524433516327,0.16668924348066466
0.1099358473086568,0.1593351477330912,0.12227680515189039,0.036861360570107304,0.1397295654364972,0.10241750569334145,0.104216745290977,-0.07379266028088177,1.0,0.2144802821862294,-0.019539733748179466,-0.01544086020502304,0.1160879752714687,0.06548259906823951,0.11856654503448968,0.08683068229820848,0.09954669345536783,0.11719741598972627,0.10435034867990607,0.10423223553693681,-0.019539733748179466,0.1160879752714687
0.24257320416606717,0.20130540011235823,0.21269265862718356,0.04324787219345016,0.06614357902303675,0.17038150555883572,0.2671552250212189,0.02524011303496522,0.2144802821862294,1.0,0.035277118171398815,0.05430335877033905,0.6170322931436508,0.14446363278274543,0.24603026815187018,0.17610589310300084,0.28112841227046875,0.29672744998059725,0.181246597222071,0.3326031384144401,0.035277118171398815,0.6170322931436508
0.11060360664335304,0.07881974593563368,0.09382492986773534,0.015218791064294912,-0.009080127255288253,-0.05841113344268462,0.17046328884902434,0.02861524433516327,-0.019539733748179466,0.035277118171398815,1.0,0.2594324567411917,-0.154933831517993,-0.03356334910816329,0.08543253136637523,0.21493095957929675,0.08570178698750631,0.11772142887156868,0.07823219711577147,0.15632783737195446,1.0,-0.154933831517993
0.03452851687189125,0.10625299200966508,0.042130159563291754,-0.020653896477215338,0.07759032727447081,-0.05236157232703677,0.08535200749687792,-0.05161264373515851,-0.01544086020502304,0.05430335877033905,0.2594324567411917,1.0,-0.04161334385164744,-0.032862631211901944,0.020102673253485668,0.08122011588981914,0.02386668825467968,0.05498002252327004,0.034070895030227755,0.07681522414245576,0.2594324567411917,-0.04161334385164744
-0.10742306277585015,-0.18497700797846647,-0.10887077974701202,-0.03477969185030239,-0.15382183473398747,0.1973988954196712,-0.11347547406401455,0.16668924348066466,0.1160879752714687,0.6170322931436508,-0.154933831517993,-0.04161334385164744,1.0,0.22701226096494467,-0.10555028525539982,-0.09370892956538414,-0.06679756134060186,-0.0883874323022809,-0.02023491928561835,-0.0946087907193939,-0.154933831517993,1.0
-0.038010091240596476,-0.10758769833468046,-0.033534341553603846,0.07240145894711224,-0.0953454349037026,0.22122855043286344,-0.06669396319362973,0.06975144581794857,0.06548259906823951,0.14446363278274543,-0.03356334910816329,-0.032862631211901944,0.22701226096494467,1.0,-0.049493674555990574,-0.05339738117043004,-0.029730580739907454,-0.030047384282922196,-0.029259944485691126,-0.04038298722831592,-0.03356334910816328,0.22701226096494467
